track,subset,measure,n,mean_auto,mean_manual,pearson_r,pearson_p,spearman_rho,spearman_p,icc_2_1,bias,mae
baseline,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
baseline,ST2,MCPR,20,0.0787,0.0781,0.927,4.200116022464046e-09,0.938,9.762241109318062e-10,0.93,0.0007,0.009
baseline,ST2,ECPR,20,0.0823,0.0813,0.916,1.4787583471037877e-08,0.908,3.1181007427000656e-08,0.915,0.0009,0.0079
baseline,ST2,PR,20,0.161,0.1594,0.988,4.898848571803642e-16,0.95,1.4563168008583287e-10,0.98,0.0016,0.0094
baseline,ST2,MCPD,20,0.9351,0.7714,0.953,9.391436310376842e-11,0.916,1.4853059816575505e-08,0.881,0.1637,0.1738
baseline,ST2,ECPD,20,1.7866,1.6004,0.953,9.281617503287535e-11,0.892,1.3029570145042408e-07,0.908,0.1862,0.2013
baseline,ST2,MPD,20,1.3832,1.2074,0.945,3.329243191492368e-10,0.887,1.9093452296185464e-07,0.884,0.1758,0.1872
vad,Overall,AR,40,4.8202,4.8446,0.773,4.965628307884431e-09,0.778,3.4022915716096955e-09,0.772,-0.0243,0.4235
vad,Overall,SR,40,2.5632,2.6691,0.992,6.386260264020728e-36,0.988,1.9663246396683248e-32,0.982,-0.1059,0.1161
vad,Overall,MLR,40,7.36,7.645,0.991,2.26106233004955e-34,0.987,1.5979551013115798e-31,0.975,-0.285,0.46
vad,Overall,MCPR,40,0.0784,0.0767,0.913,2.2090742941474364e-16,0.928,6.791196858128866e-18,0.912,0.0017,0.0098
vad,Overall,ECPR,40,0.0836,0.0782,0.832,2.827415574603899e-11,0.838,1.6111348371200495e-11,0.821,0.0054,0.013
vad,Overall,PR,40,0.1619,0.1549,0.972,2.26131156541604e-25,0.974,4.231699969776884e-26,0.962,0.0071,0.012
vad,Overall,MCPD,40,0.875,0.752,0.952,3.2294494324384937e-21,0.886,3.021304488960429e-14,0.892,0.1229,0.1365
vad,Overall,ECPD,40,1.7116,1.7399,0.76,1.2532295267957381e-08,0.604,3.663527176123189e-05,0.745,-0.0283,0.351
vad,Overall,MPD,40,1.2925,1.261,0.826,5.081045564011398e-11,0.622,1.8216777058185734e-05,0.818,0.0316,0.2207
vad,ST1,AR,20,4.9164,4.9131,0.84,3.6256619357513364e-06,0.815,1.2276023021748716e-05,0.846,0.0033,0.3683
vad,ST1,SR,20,2.5691,2.6544,0.993,5.113003575331595e-18,0.989,1.450570213696413e-16,0.986,-0.0853,0.1007
vad,ST1,MLR,20,7.5715,7.7845,0.997,2.798772099927422e-21,0.987,8.313955323796193e-16,0.988,-0.213,0.348
vad,ST1,MCPR,20,0.077,0.0753,0.9,6.812540189544894e-08,0.868,7.239120255573912e-07,0.898,0.0017,0.0099
vad,ST1,ECPR,20,0.0788,0.0751,0.748,0.000147494976408812,0.765,8.403045414071628e-05,0.749,0.0037,0.0136
vad,ST1,PR,20,0.1558,0.1503,0.98,3.912587273735875e-14,0.97,1.7143556108377459e-12,0.973,0.0055,0.0086
vad,ST1,MCPD,20,0.8492,0.7326,0.957,3.794026196988546e-11,0.854,1.6513222736058674e-06,0.883,0.1167,0.1246
vad,ST1,ECPD,20,1.8635,1.8794,0.704,0.000531209319950548,0.564,0.00960697153757662,0.693,-0.016,0.3895
vad,ST1,MPD,20,1.3349,1.3146,0.801,2.245031847715048e-05,0.651,0.0018736439667456602,0.799,0.0204,0.2148
vad,ST2,AR,20,4.7241,4.7761,0.699,0.0006022125505412219,0.746,0.00015970222414751246,0.686,-0.0519,0.4787
vad,ST2,SR,20,2.5572,2.6838,0.993,6.224573983139365e-18,0.976,2.351920209922708e-13,0.979,-0.1265,0.1315
vad,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
vad,ST2,MCPR,20,0.0797,0.0781,0.925,5.701413181755643e-09,0.94,7.860443387804438e-10,0.927,0.0016,0.0097
vad,ST2,ECPR,20,0.0883,0.0813,0.882,2.7968933234340934e-07,0.881,2.886084876154728e-07,0.866,0.007,0.0124
vad,ST2,PR,20,0.168,0.1594,0.966,5.019226225707827e-12,0.936,1.2745152568857093e-09,0.955,0.0086,0.0154
vad,ST2,MCPD,20,0.9007,0.7714,0.95,1.5613230556448556e-10,0.889,1.648527413023587e-07,0.901,0.1292,0.1485
vad,ST2,ECPD,20,1.5597,1.6004,0.799,2.409018605730498e-05,0.591,0.006070153699275822,0.788,-0.0407,0.3125
vad,ST2,MPD,20,1.2501,1.2074,0.846,2.6451448267542787e-06,0.612,0.004129875210325546,0.838,0.0427,0.2266
vad_classifier,Overall,AR,40,4.9496,4.8446,0.937,6.40979448463311e-19,0.92,4.7580805788511857e-17,0.912,0.105,0.2409
vad_classifier,Overall,SR,40,2.5632,2.6691,0.992,6.386260264020728e-36,0.988,1.9663246396683248e-32,0.982,-0.1059,0.1161
vad_classifier,Overall,MLR,40,7.36,7.645,0.991,2.26106233004955e-34,0.987,1.5979551013115798e-31,0.975,-0.285,0.46
vad_classifier,Overall,MCPR,40,0.0792,0.0767,0.915,1.5069395886745793e-16,0.933,1.817045229683193e-18,0.912,0.0026,0.0099
vad_classifier,Overall,ECPR,40,0.0854,0.0782,0.85,3.9873834256075e-12,0.831,3.3457574144791745e-11,0.82,0.0072,0.0127
vad_classifier,Overall,PR,40,0.1646,0.1549,0.982,3.662551122503518e-29,0.983,1.4353101304953085e-29,0.964,0.0097,0.0127
vad_classifier,Overall,MCPD,40,0.8505,0.752,0.943,1.0594129055779141e-19,0.856,2.039291565973154e-12,0.9,0.0984,0.1193
vad_classifier,Overall,ECPD,40,1.7237,1.7399,0.872,2.301823543560318e-13,0.799,6.58534665113943e-10,0.874,-0.0162,0.2315
vad_classifier,Overall,MPD,40,1.3078,1.261,0.911,3.235269884230384e-16,0.807,3.2115930089014957e-10,0.905,0.0468,0.1402
vad_classifier,ST1,AR,20,5.008,4.9131,0.954,7.944091750243914e-11,0.946,3.113604214027188e-10,0.94,0.095,0.2041
vad_classifier,ST1,SR,20,2.5691,2.6544,0.993,5.113003575331595e-18,0.989,1.450570213696413e-16,0.986,-0.0853,0.1007
vad_classifier,ST1,MLR,20,7.5715,7.7845,0.997,2.798772099927422e-21,0.987,8.313955323796193e-16,0.988,-0.213,0.348
vad_classifier,ST1,MCPR,20,0.0774,0.0753,0.896,9.009106112664668e-08,0.874,4.872962880719225e-07,0.893,0.0021,0.0103
vad_classifier,ST1,ECPR,20,0.0815,0.0751,0.752,0.00013032958630071427,0.69,0.0007563948378339711,0.73,0.0064,0.0137
vad_classifier,ST1,PR,20,0.1589,0.1503,0.99,8.038092905178923e-17,0.977,1.3229342264210535e-13,0.972,0.0085,0.0102
vad_classifier,ST1,MCPD,20,0.8247,0.7326,0.94,7.19968924614081e-10,0.857,1.3848421203009948e-06,0.892,0.092,0.1072
vad_classifier,ST1,ECPD,20,1.8577,1.8794,0.887,1.843852357862662e-07,0.814,1.2867962423531985e-05,0.883,-0.0217,0.256
vad_classifier,ST1,MPD,20,1.3466,1.3146,0.924,5.851770029252304e-09,0.868,7.239120255573912e-07,0.918,0.032,0.1404
vad_classifier,ST2,AR,20,4.8911,4.7761,0.921,8.88400292369737e-09,0.884,2.3175269783488735e-07,0.886,0.115,0.2777
vad_classifier,ST2,SR,20,2.5572,2.6838,0.993,6.224573983139365e-18,0.976,2.351920209922708e-13,0.979,-0.1265,0.1315
vad_classifier,ST2,MLR,20,7.1485,7.5055,0.986,1.6468100996338701e-15,0.955,6.23787604797925e-11,0.961,-0.357,0.572
vad_classifier,ST2,MCPR,20,0.0811,0.0781,0.93,2.8465471246421594e-09,0.944,3.9623267239851047e-10,0.929,0.003,0.0095
vad_classifier,ST2,ECPR,20,0.0893,0.0813,0.908,3.197681441110509e-08,0.863,9.621523190927842e-07,0.877,0.0079,0.0118
vad_classifier,ST2,PR,20,0.1703,0.1594,0.977,1.4691758747768282e-13,0.93,3.0906662119816434e-09,0.959,0.0109,0.0152
vad_classifier,ST2,MCPD,20,0.8763,0.7714,0.943,4.5597281738035227e-10,0.848,2.321430364439041e-06,0.907,0.1048,0.1314
vad_classifier,ST2,ECPD,20,1.5897,1.6004,0.849,2.2359878650340607e-06,0.753,0.0001256121573080167,0.852,-0.0107,0.2071
vad_classifier,ST2,MPD,20,1.2691,1.2074,0.901,6.255604205660818e-08,0.777,5.48828544814974e-05,0.896,0.0617,0.1401
